ID_Persona;P6435;P6440;P6460;P8624;P415
733560731;;;;;
733560811;5;2;;;48
733560821;;;;;
733560911;5;2;;;40
733560921;;;;;
733561011;5;2;;;45
733561111;1;;1;600000;48
733561121;;;;;
733561141;;;;;
733561211;5;2;;;30
733561221;;;;;
733561311;;;;;
733561411;;;;;
733561421;7;;;;60
733561431;5;2;;;48
733561441;5;2;;;48
733561451;;;;;
733561511;7;;;;70
733561521;;;;;
733561611;5;2;;;48
733561811;;;;;
733561821;;;;;
733561831;;;;;
733561841;5;2;;;48
733561911;5;2;;;45
733562011;5;2;;;48
733562021;;;;;
733562111;5;2;;;40
733562121;;;;;
733562131;5;2;;;50
733562141;5;2;;;48
733562211;5;2;;;60
733562221;;;;;
733562311;;;;;
733562321;5;2;;;48
733562331;5;2;;;48
733562341;3;;1;500000;48
733562361;5;2;;;48
733562371;5;2;;;70
733562411;5;2;;;30
733562421;1;;1;1000000;48
733562511;7;;;;40
733562521;;;;;
733562611;7;;;;50
733562621;;;;;
733562631;;;;;
733562641;;;;;
733562711;;;;;
733562721;5;2;;;15
733562731;5;2;;;48
733562741;;;;;
733562811;;;;;
733562821;;;;;
733562831;;;;;
733562911;;;;;
733563011;5;2;;;48
733563111;5;2;;;40
733563211;1;;2;500000;50
733563221;;;;;
733563231;;;;;
733563241;;;;;
733563251;;;;;
733563311;;;;;
733563321;1;;1;900000;48
733563331;;;;;
733563341;;;;;
733563411;5;2;;;60
733563511;5;2;;;49
733563521;;;;;
733563611;;;;;
733563621;5;2;;;60
733563711;5;2;;;40
733563811;;;;;
733563911;5;2;;;40
733563921;;;;;
733563931;5;2;;;60
733564011;5;2;;;50
733564111;5;2;;;15
733564121;;;;;
733564131;;;;;
733564141;;;;;
733564151;5;2;;;50
733564171;3;;1;100000;48
733564211;;;;;
733564311;5;2;;;40
733564411;5;2;;;70
733564421;;;;;
733564431;;;;;
733564441;;;;;
733564511;;;;;
733564521;5;2;;;40
733564531;5;2;;;35
733564541;;;;;
733564611;5;2;;;48
733564621;;;;;
733564811;;;;;
733564821;;;;;
733564831;;;;;
733564841;;;;;
733564851;1;;1;980000;48
733564911;;;;;
733564921;5;2;;;60
733565011;1;;1;1000000;30
733565021;;;;;
733565111;5;2;;;48
733565121;;;;;
733565211;5;2;;;20
733565221;2;;1;980000;50
733565311;5;2;;;20
733565321;5;2;;;40
733565361;5;2;;;35
733565371;;;;;
733565411;5;2;;;40
733565511;5;2;;;60
733565611;5;2;;;60
733565621;;;;;
733565811;;;;;
733565821;;;;;
733565911;5;2;;;48
733565921;5;2;;;30
733565931;;;;;
733566011;5;2;;;10
733566021;;;;;
733566031;;;;;
733566041;;;;;
733566111;5;2;;;42
733566121;5;2;;;20
733566131;1;;1;700000;30
733566141;;;;;
733566211;5;2;;;25
733566221;;;;;
733566311;5;2;;;60
733566321;;;;;
733566331;1;;1;500000;50
733566341;;;;;
733566411;5;2;;;50
733566421;5;2;;;30
733566431;1;;1;400000;48
733566611;;;;;
733566621;;;;;
733566631;;;;;
733566711;6;;;;48
733566721;;;;;
733566731;;;;;
733566741;1;;1;900000;48
733566811;;;;;
733566911;;;;;
733566921;;;;;
733566931;;;;;
733567011;5;2;;;50
733567021;;;;;
733567111;;;;;
733567121;5;2;;;35
733567211;5;2;;;25
733567221;;;;;
733567231;;;;;
733567311;5;2;;;38
733567321;;;;;
733567411;;;;;
733567441;;;;;
733567511;;;;;
733567521;;;;;
733567531;;;;;
733567541;;;;;
733567551;;;;;
733567611;;;;;
733567621;;;;;
733567631;5;2;;;70
733567711;;;;;
733567721;5;2;;;40
733567731;;;;;
733567741;;;;;
733567811;5;2;;;20
733567821;;;;;
733567911;5;2;;;84
733567921;5;2;;;25
733567931;;;;;
733567941;;;;;
733568011;5;2;;;36
733568111;1;;1;800000;48
733568121;;;;;
733568141;1;;1;800000;48
733568211;5;2;;;25
733568221;;;;;
733568311;5;2;;;40
733568321;;;;;
733568411;5;2;;;50
733568421;;;;;
733568511;;;;;
733568521;;;;;
733568531;5;2;;;30
733568611;7;;;;28
733568621;1;;1;980657;36
733568631;;;;;
733568641;;;;;
733568711;;;;;
733568721;;;;;
733568731;;;;;
733568811;;;;;
733568821;;;;;
733568831;5;2;;;30
733568911;;;;;
733569011;5;2;;;40
733569111;;;;;
733569121;;;;;
733569131;;;;;
733569211;1;;1;800000;40
733569221;2;;1;2000000;48
733569231;1;;1;1000000;48
733569311;5;2;;;35
733569321;;;;;
733569341;;;;;
733569411;;;;;
733569421;;;;;
733569511;5;2;;;48
733569611;5;2;;;40
733569621;;;;;
733569631;5;2;;;40
733569641;;;;;
733569651;5;2;;;50
733569711;2;;1;1500000;54
733569721;5;2;;;70
733569731;;;;;
733569741;;;;;
733569811;5;2;;;48
733569821;;;;;
733569911;5;2;;;20
733569921;;;;;
733569931;;;;;
733570011;5;2;;;70
733570021;;;;;
733570051;;;;;
733570111;10;;1;300000;28
733570211;10;;1;600000;50
733570221;;;;;
733570311;10;;1;300000;36
733570321;;;;;
733570331;9;;;;20
733570341;9;;;;25
733570351;9;;;;20
733570361;;;;;
733570411;5;2;;;48
733570421;;;;;
733570441;;;;;
733570451;;;;;
733570511;5;2;;;50
733570521;;;;;
733570531;;;;;
733570541;;;;;
733570551;;;;;
733570561;;;;;
733570611;5;2;;;36
733570621;1;;1;980657;60
733570711;;;;;
733570721;;;;;
733570811;;;;;
733570821;;;;;
733570831;;;;;
733570841;;;;;
733570851;;;;;
733570861;;;;;
733570911;;;;;
733571011;;;;;
733571021;;;;;
733571031;1;;1;3150000;48
733571111;5;2;;;24
733571211;5;2;;;32
733571221;;;;;
733571311;5;2;;;30
733571321;5;2;;;20
733571331;5;2;;;30
733571341;5;2;;;25
733571351;;;;;
733571361;;;;;
733571411;5;2;;;35
733571511;5;2;;;20
733571521;;;;;
733571611;5;2;;;20
733571621;5;2;;;30
733571711;5;2;;;30
733571721;5;2;;;35
733571911;;;;;
733572011;;;;;
733572021;5;2;;;48
733572031;;;;;
733572111;5;2;;;20
733572121;5;2;;;30
733572131;;;;;
733572211;;;;;
733572221;5;2;;;53
733572231;5;2;;;48
733572311;5;1;2;;48
733572321;;;;;
733572331;;;;;
733572411;;;;;
733572421;5;2;;;40
733572431;5;2;;;40
733572441;;;;;
733572451;;;;;
733572461;5;2;;;30
733572471;5;2;;;50
733572511;5;2;;;70
733572521;;;;;
733572531;;;;;
733572611;5;2;;;30
733572711;;;;;
733572721;;;;;
733573511;5;2;;;36
733573521;;;;;
733573531;5;2;;;30
733573541;;;;;
733573611;5;2;;;30
733573621;;;;;
733573711;5;2;;;36
733573721;;;;;
733573731;;;;;
733573811;5;2;;;30
733573821;;;;;
733573831;5;2;;;40
733573911;;;;;
733573921;;;;;
733573931;10;;1;350000;20
733573941;;;;;
733574011;;;;;
733574021;10;;2;700000;46
733574031;;;;;
733574051;5;2;;;40
733574061;;;;;
733574111;5;2;;;18
733574121;;;;;
733574211;;;;;
733574311;5;2;;;12
733574411;7;;;;35
733574421;;;;;
733574431;7;;;;42
733574441;;;;;
733574511;5;2;;;48
733574521;5;2;;;18
733574611;;;;;
733574621;5;2;;;36
733574631;5;2;;;20
733574711;1;;2;850000;48
733574721;;;;;
733574731;;;;;
733574811;5;2;;;36
733574821;;;;;
733574831;;;;;
733574911;;;;;
733574921;1;;1;877802;36
733574931;10;;1;320000;24
733575111;5;2;;3500000;48
733575121;2;;1;35000000;48
733575211;5;2;;;50
733575221;5;2;;;45
733575231;;;;;
733575241;;;;;
733575311;;;;;
733575321;5;2;;;40
733575331;;;;;
733575411;5;2;;;20
733575421;;;;;
733575511;;;;;
733575521;5;2;;;10
733575611;5;2;;;48
733575621;1;;1;500000;30
733575641;5;2;;;48
733575671;3;;1;450000;24
733575681;;;;;
7335756101;;;;;
733575711;;;;;
733575721;1;;1;950000;48
733575731;;;;;
733575741;5;2;;;10
733575811;5;2;;;36
733575821;;;;;
733575831;;;;;
733575841;;;;;
733575911;;;;;
733575921;2;;1;2100000;48
733575931;;;;;
733576011;;;;;
733576021;1;;1;1600000;48
733576211;;;;;
733576221;1;;1;500000;48
733576231;5;2;;;48
733576251;1;;1;877803;48
733576261;5;2;;;48
733576311;5;2;;;36
733576321;5;2;;;48
733576331;;;;;
733576341;;;;;
733576411;;;;;
733576421;5;2;;;48
733576431;;;;;
733576441;;;;;
733576511;5;2;;;20
733576521;;;;;
733576611;5;2;;;48
733576621;5;2;;;25
733576711;5;2;;;20
733576721;8;;;;10
733576741;;;;;
733576751;;;;;
733576811;1;;1;200000;35
733576821;;;;;
733576911;;;;;
733576921;5;2;;;72
733576931;;;;;
733576941;;;;;
733576951;;;;;
733577011;5;2;;;48
733577021;5;2;;;30
733577031;;;;;
733577041;;;;;
733577051;;;;;
733577061;5;1;1;;20
733577111;5;2;;;60
733577121;;;;;
733577141;10;;1;400000;45
733577151;10;;1;500000;72
733577211;;;;;
733577221;5;2;;;35
733577231;5;2;;;48
733577241;5;2;;;48
733577411;5;2;;;25
733577421;;;;;
733577431;5;2;;;48
733577441;;;;;
733577451;;;;;
733577511;5;2;;;4
733577521;;;;;
733577531;;;;;
733577541;5;2;;;4
733577711;1;;1;1200000;48
733577721;2;;2;877803;40
733577731;;;;;
733577741;;;;;
733577811;;;;;
733578011;;;;;
733578021;1;;1;1400000;40
733578031;;;;;
733578111;;;;;
733578121;;;;;
733578131;1;;2;99;48
733578211;;;;;
733578221;1;;1;99;48
733578231;;;;;
733578311;;;;;
733578321;;;;;
733578331;;;;;
733578341;;;;;
733578411;;;;;
733578421;5;2;;;48
733578431;;;;;
733578441;;;;;
733578511;;;;;
733578521;;;;;
733578531;;;;;
733578541;;;;;
733578611;1;;1;1500000;82
733578621;;;;;
733578631;;;;;
733578711;10;;1;980000;48
733578721;;;;;
733578741;;;;;
733578751;5;2;;;36
733578911;4;2;;;30
733578921;;;;;
733579011;2;;1;2600000;60
733579021;;;;;
733579031;;;;;
733579111;5;2;;;24
733579121;5;2;;;24
733579131;;;;;
733579141;1;;1;2500000;48
733579151;;;;;
733579211;1;;1;2200000;48
733579221;2;;1;4000000;48
733579311;1;;1;1147000;55
733579321;;;;;
733579331;1;;1;1200000;48
733579341;5;2;;;25
733579411;5;2;;;35
733579421;1;;1;877803;48
733579431;1;;1;877803;48
733579451;;;;;
733579511;5;2;;;48
733579521;1;;1;980000;40
733579531;4;2;;;40
733579711;5;2;;;50
733579721;5;2;;;50
733579731;;;;;
733579741;;;;;
733579751;;;;;
733579811;;;;;
733579821;5;2;;;48
733579911;;;;;
733579921;4;2;;;50
733579931;1;;1;900000;50
733579941;1;;1;1000000;50
733579951;1;;1;980000;48
733580111;3;;1;700000;48
733580121;1;;1;980000;48
733580211;1;;2;99;48
733580221;2;;1;99;48
733580231;;;;;
733580241;;;;;
733580261;1;;2;99;48
733580271;5;2;;;48
733580311;5;2;;;72
733580321;;;;;
733580331;;;;;
733580341;;;;;
733580351;;;;;
733580411;5;2;;;30
733580421;6;;;;48
733580611;5;2;;;48
733580621;;;;;
733580631;1;;1;700000;40
733580641;4;2;;;30
733580711;;;;;
733580721;;;;;
733580731;5;2;;;36
733580741;;;;;
733580751;;;;;
733580811;1;;1;500000;42
733580821;;;;;
733580911;1;;1;700000;36
733581111;3;;1;250000;30
733581121;3;;1;200000;30
733581211;1;;1;1500000;48
733581221;;;;;
733581511;7;;;;48
733581521;;;;;
733581711;7;;;;48
733581721;;;;;
733581731;;;;;
733581811;10;;1;600000;42
733581821;;;;;
733581911;5;2;;;48
733581921;;;;;
733582011;;;;;
733582021;7;;;;42
733582031;;;;;
733582041;;;;;
733582211;7;;;;48
733582221;;;;;
733582231;;;;;
733582311;10;;1;400000;42
733582411;;;;;
733582511;7;;;;10
733582521;;;;;
733582531;;;;;
733582541;;;;;
733582611;5;2;;;30
733582711;5;2;;;36
733582721;;;;;
733582731;;;;;
733582741;;;;;
733582811;5;2;;;48
733582911;;;;;
733582921;;;;;
733582931;5;2;;;30
733582941;;;;;
733583011;7;;;;48
733583021;;;;;
733583051;;;;;
733583111;;;;;
733583121;10;;1;400000;42
733583211;7;;;;48
733583311;10;;1;400000;42
733583511;5;2;;;60
733583711;7;;;;48
733583811;7;;;;42
733583821;;;;;
733583841;;;;;
733584011;1;;1;500000;60
733584211;5;2;;;42
733584221;8;;;;30
733584231;;;;;
733584311;7;;;;48
733584511;7;;;;42
733584611;7;;;;42
733584621;;;;;
733584631;;;;;
733584641;;;;;
733584811;5;2;;;40
733584911;5;2;;;60
733584921;5;2;;;21
733584931;;;;;
733585011;7;;;;42
733585211;;;;;
733585511;1;;1;900000;48
733585521;5;2;;;30
733585531;10;;1;900000;48
733585611;1;;1;700000;48
733585621;;;;;
733585711;1;;1;840000;48
733585721;;;;;
733585731;;;;;
733585911;1;;1;800000;48
733585921;;;;;
733585931;9;;;;20
733586011;1;;1;840000;56
733586021;;;;;
733586031;5;2;;;48
733586041;;;;;
733586051;;;;;
733586061;;;;;
733586111;1;;1;950000;50
733586121;;;;;
733586211;;;;;
733586311;1;;1;800000;60
733586321;;;;;
733586411;;;;;
733586511;1;;1;883000;48
733586521;5;2;;;20
733586531;;;;;
733586541;5;2;;;48
733586551;;;;;
733586711;;;;;
733586721;3;;1;300000;40
733586731;;;;;
733586811;;;;;
733586821;;;;;
733586831;;;;;
733586841;;;;;
733586851;;;;;
733586861;5;2;;;45
733586911;5;2;;;40
733586921;;;;;
733586931;5;2;;;48
733586941;;;;;
733586951;;;;;
733587111;;;;;
733587121;5;2;;;60
733587131;;;;;
733587112;1;;2;877000;48
733587122;;;;;
733587211;1;;1;800000;60
733587221;1;;1;800000;60
733587311;1;;2;875000;44
733587331;5;2;;;50
733587411;5;2;;;40
733587421;;;;;
733587611;1;;1;500000;40
733587811;1;;2;1800000;48
733587821;;;;;
733587831;;;;;
733587911;5;2;;;40
733587921;5;2;;;48
733587931;;;;;
733587941;;;;;
733588011;5;2;;;40
733588021;;;;;
733588031;;;;;
733588041;;;;;
733588061;;;;;
733588071;;;;;
733588091;;;;;
7335880101;;;;;
7335880121;;;;;
733588111;5;2;;;45
733588121;;;;;
733588211;5;2;;;40
733588221;;;;;
733588231;;;;;
733588311;;;;;
733588321;5;2;;;48
733588331;;;;;
733588341;;;;;
733588351;;;;;
733588411;;;;;
733588421;;;;;
733588431;;;;;
733588441;;;;;
733588511;1;;1;800000;45
733588611;5;2;;;40
733588621;;;;;
733588631;;;;;
733588651;1;;1;877000;48
733588711;;;;;
733588811;5;2;;;48
733588821;;;;;
733588911;1;;1;1200000;50
733589011;5;2;;;40
733589021;;;;;
733589111;1;;1;875000;48
733589121;;;;;
733589211;5;2;;;48
733589221;;;;;
733589311;;;;;
733589411;;;;;
733589511;1;;2;800000;50
733589521;;;;;
733589611;;;;;
733589811;;;;;
733589821;1;;1;600000;48
733589831;;;;;
733590111;5;2;;;48
733590311;4;2;;;40
733590321;;;;;
733590331;;;;;
733590341;;;;;
733590351;;;;;
733590411;2;;2;873000;48
733590421;1;;1;873000;60
733590431;;;;;
733590511;5;2;;;8
733590521;;;;;
733590531;;;;;
733590611;;;;;
733590621;1;;1;1100000;48
733590631;;;;;
733590641;;;;;
733590811;;;;;
733590821;1;;1;902000;48
733590831;;;;;
733590911;1;;1;897000;48
733590921;;;;;
733591011;;;;;
733591021;;;;;
733591111;4;2;;;20
733591121;9;;;;20
733591151;;;;;
733591211;4;2;;;45
733591221;4;2;;;10
733591241;;;;;
733591311;1;;1;859000;48
733591321;;;;;
733591331;;;;;
733591911;10;;1;300000;40
733592111;1;;1;600000;45
733592121;;;;;
733592131;;;;;
733592141;;;;;
733592211;6;;;;70
733592221;;;;;
733592231;10;;1;500000;10
733592411;5;2;;;84
733592421;;;;;
733592511;5;2;;;8
733592521;5;2;;;9
733592531;;;;;
733592611;5;2;;;30
733592711;1;;2;99;84
733592721;;;;;
733592731;;;;;
733592811;;;;;
733592821;5;2;;;40
733592831;5;2;;;30
733592841;;;;;
733593011;5;2;;;40
733593021;;;;;
733593211;5;2;;;8
733593221;;;;;
733593311;1;;1;1055000;8
733593321;;;;;
733593411;5;2;;;84
733593421;;;;;
733593611;5;2;;;30
733593711;;;;;
733593721;1;;1;800000;56
733593751;;;;;
733593761;;;;;
733593811;1;;1;877000;84
733593821;;;;;
733594011;1;;1;600000;84
733594021;5;2;;;40
733594111;;;;;
733594311;7;;;;40
733594321;;;;;
733594411;;;;;
733594421;5;1;1;;70
733594431;;;;;
733594711;5;2;;;56
733594721;5;2;;;16
733594731;;;;;
733594811;;;;;
733594821;5;2;;;30
733594911;5;2;;;45
733594921;2;;1;1500000;48
733594931;;;;;
733594941;;;;;
733595111;5;2;;;50
733595121;;;;;
733595311;;;;;
733595321;5;2;;;20
733595411;2;;1;1000000;48
733595421;;;;;
733595431;;;;;
733595511;;;;;
733595521;;;;;
733595611;;;;;
733595621;;;;;
733595711;5;2;;;25
733595721;;;;;
733595731;1;;1;500000;45
733595741;1;;1;500000;45
733595811;;;;;
733595821;5;2;;;56
733595831;;;;;
733595841;;;;;
733595851;;;;;
733595871;;;;;
733595911;;;;;
733595921;10;;1;720000;56
733595931;;;;;
733596011;5;2;;;10
733596021;;;;;
733596111;;;;;
733596121;5;2;;;20
733596211;;;;;
733596311;5;2;;;12
733596321;5;2;;;30
733596511;;;;;
733596521;;;;;
733596531;;;;;
733596571;5;2;;;25
733596711;5;2;;;56
733596811;5;2;;;25
733596821;;;;;
733596911;;;;;
733596921;;;;;
733597111;5;2;;;30
733597121;;;;;
733597311;5;2;;;15
733597411;;;;;
733597421;;;;;
733597431;;;;;
733597511;5;2;;;40
733597521;;;;;
733597531;5;2;;;30
733597611;1;;1;875000;48
733597621;;;;;
733597711;5;2;;;45
733597721;;;;;
733597731;;;;;
733597741;;;;;
733597811;;;;;
733597821;1;;1;700000;56
733597911;;;;;
733598011;5;2;;;56
733598021;;;;;
733598031;5;2;;;56
733598111;;;;;
733598121;;;;;
733598411;5;2;;;56
733598421;;;;;
733598511;;;;;
733598611;1;;1;1600000;22
733598621;1;;1;1600000;25
733598631;;;;;
733598641;;;;;
733598651;;;;;
733598811;;;;;
733598821;;;;;
733598851;;;;;
733598861;;;;;
733598911;;;;;
733598921;;;;;
733598931;;;;;
733599111;4;2;;;45
733599121;;;;;
733599131;;;;;
733599141;;;;;
733599211;5;2;;;20
733599311;5;2;;;56
733599411;5;2;;;60
733599421;;;;;
733599511;;;;;
733599521;;;;;
733599611;5;2;;;48
733599621;;;;;
733599631;;;;;
733599711;5;2;;;48
733599721;;;;;
733599811;;;;;
733599821;1;;1;480000;48
733599831;;;;;
733599911;1;;2;1200000;48
733599921;;;;;
733599931;1;;1;700000;48
733600011;;;;;
733600021;5;2;;;60
733600031;5;2;;;30
733600041;;;;;
733600051;;;;;
733600111;;;;;
733600211;;;;;
733600221;1;;1;900000;70
733600231;;;;;
733600311;5;2;;;48
733600411;5;2;;;50
733600421;5;2;;;24
733600611;5;2;;;56
733600621;1;;2;850000;56
733600711;;;;;
733600721;;;;;
733600811;;;;;
733600821;;;;;
733600831;;;;;
733600841;;;;;
733600911;1;;1;1500000;40
733600921;;;;;
733601011;1;;1;1500000;54
733601021;;;;;
733601111;1;;2;1100000;48
733601121;;;;;
733601211;1;;2;800000;48
733601221;;;;;
733601231;;;;;
733601311;;;;;
733601321;;;;;
733601411;1;;1;700000;48
733601421;;;;;
733601511;1;;1;1800000;48
733601541;;;;;
733601611;1;;1;850000;56
733601621;;;;;
733601631;;;;;
733601711;4;2;;;48
733601721;;;;;
733601811;5;2;;;48
733601821;5;2;;;24
733601911;1;;1;1500000;48
733601921;1;;1;1100000;48
733601941;;;;;
733602011;7;;;;40
733602211;1;;1;2000000;60
733602221;;;;;
733602311;;;;;
733602411;;;;;
733602421;;;;;
733602431;;;;;
733602441;;;;;
733602511;5;2;;;64
733602521;;;;;
733602711;4;2;;;30
733602721;4;1;2;;48
733602811;1;;1;1900000;48
733602821;2;;1;1200000;48
733602911;1;;1;900000;48
733602921;5;2;;;48
733602931;;;;;
733603111;5;2;;;30
733603121;5;2;;;48
733603211;1;;1;1200000;48
733603221;1;;2;1600000;48
733603311;1;;2;1000000;72
733603321;1;;2;1200000;10
733603411;5;2;;;8
733603421;;;;;
733603511;5;2;;;21
733603611;5;2;;;8
733603621;;;;;
733603631;;;;;
733603641;;;;;
733603711;5;2;;;8
733603811;5;2;;;8
733603911;1;;1;900000;10
733603921;1;;2;1230000;8
733604011;;;;;
733604021;;;;;
733604111;1;;1;3450000;24
733604121;1;;1;1427000;8
733604131;;;;;
733604211;1;;1;910000;13
733604311;5;2;;;8
733604411;1;;1;900000;5
733604421;;;;;
733604511;5;2;;;8
733604521;;;;;
733604531;1;;1;400000;8
733604541;;;;;
733604561;1;;2;1100000;8
733604571;5;2;;;8
733604591;1;;1;0;8
7336045101;;;;;
7336045121;;;;;
733604611;;;;;
733604711;5;2;;;50
733604721;5;2;;;50
733604731;5;2;;;24
733604741;;;;;
733604911;2;;1;3500000;48
733604921;;;;;
733604931;;;;;
733605011;;;;;
733605111;5;2;;;36
733605121;;;;;
733605131;5;2;;;56
733605211;5;2;;;40
733605221;;;;;
733605411;;;;;
733605421;;;;;
733605511;;;;;
733605611;1;;1;877803;50
733605621;;;;;
733605711;;;;;
733605721;;;;;
733605731;;;;;
733605811;5;2;;;40
733605911;5;2;;;20
733605921;5;2;;;51
733606011;1;;2;1500000;48
733606021;5;2;;;40
733606031;;;;;
733606111;1;;1;3200000;48
733606121;1;;2;1000000;48
733606131;;;;;
733606211;1;;1;977000;48
733606221;1;;2;877000;48
733606311;5;2;;;40
733606411;2;;1;2500000;84
733606421;;;;;
733606431;;;;;
733606441;;;;;
733606511;1;;1;2100000;8
733606611;1;;2;4500000;6
733606711;5;2;;;24
733606721;;;;;
733606811;;;;;
733606821;1;;1;1600000;48
733606831;5;2;;;36
733606841;5;2;;;35
733606911;5;2;;;60
733606921;;;;;
733606931;5;2;;;24
733606941;;;;;
733607011;2;;1;877803;48
733607111;5;2;;;48
733607211;5;2;;;64
733607221;5;2;;;84
733607231;;;;;
733607241;;;;;
733607251;;;;;
733607261;;;;;
733607311;5;2;;;36
733607321;;;;;
733607411;;;;;
733607511;5;2;;;70
733607521;;;;;
733607531;5;2;;;8
733607611;5;2;;;42
733607711;5;2;;;84
733607721;;;;;
733607811;1;;2;900000;40
733607821;;;;;
733607911;5;2;;;40
733608011;;;;;
733608021;5;2;;;66
733608111;;;;;
733608121;;;;;
733608211;;;;;
733608311;1;;1;890000;40
733608411;2;;1;1800000;84
733608511;6;;;;36
733608521;;;;;
733608531;10;;1;750000;53
733608611;1;;1;1000000;56
733608621;;;;;
733608711;6;;;;42
733608721;7;;;;21
733608811;1;;1;1200000;60
733608821;;;;;
733608831;;;;;
733608911;1;;1;1200000;60
733608921;;;;;
733609011;1;;1;1000000;60
733609021;;;;;
733609031;;;;;
733609041;;;;;
733609111;6;;;;50
733609121;5;2;;;35
733609211;1;;1;900000;56
733609221;;;;;
733609311;5;2;;;50
733609321;;;;;
733609411;1;;1;1200000;56
733609421;;;;;
733609431;;;;;
733609441;;;;;
733609511;1;;1;900000;50
733609521;;;;;
733609611;10;;1;1000000;56
733609621;;;;;
733609811;6;;;;48
733609821;;;;;
733610111;;;;;
733610121;5;2;;;50
733610211;5;2;;;48
733610221;;;;;
733610311;1;;1;1000000;53
733610321;5;2;;;21
733610411;10;;1;700000;50
733610421;;;;;
733610511;5;2;;;56
733610521;;;;;
733610611;1;;1;1200000;50
733610621;;;;;
733610711;5;2;;;54
733610721;5;2;;;40
733610731;;;;;
733610911;5;2;;;50
733610921;;;;;
733610931;;;;;
733611011;5;2;;;40
733611021;;;;;
733611111;7;;;;60
733611121;;;;;
733611211;7;;;;56
733611221;;;;;
733611231;;;;;
733611241;;;;;
733611311;5;2;;;60
733611321;;;;;
733611411;1;;1;1000000;60
733611421;;;;;
733611511;6;;;;52
733611521;;;;;
733611531;10;;1;700000;50
733611541;10;;1;750000;48
733611551;10;;1;500000;46
733611561;;;;;
733611571;;;;;
733611611;6;;;;47
733611621;;;;;
733611631;10;;1;450000;35
733611641;;;;;
733611711;6;;;;46
733611721;;;;;
733611731;10;;1;750000;50
733611741;;;;;
733611811;1;;1;1000000;52
733611911;1;;1;700000;48
733611921;5;2;;;30
733612111;5;2;;;60
733612121;1;;1;700000;65
733612211;1;;1;950000;48
733612221;;;;;
733612311;5;2;;;30
733612411;5;2;;;56
733612421;8;;;;56
733612451;;;;;
733612511;10;;1;700000;48
733612521;5;2;;;42
733612611;5;2;;;50
733612621;;;;;
733612641;5;2;;;35
733612711;3;;1;450000;46
733612721;;;;;
733612731;;;;;
733612811;;;;;
733612911;1;;1;500000;70
733613011;1;;1;800000;48
733613021;;;;;
733613111;5;2;;;28
733613211;;;;;
733613221;10;;1;500000;30
733613311;10;;1;720000;48
733613321;5;2;;;28
733613411;5;2;;;40
733613421;;;;;
733613511;3;;1;550000;48
733613611;;;;;
733613621;10;;1;500000;50
733613631;10;;1;400000;30
733613711;5;2;;;70
733613811;10;;1;800000;48
733613911;5;2;;;56
733613921;;;;;
733614011;6;;;;50
733614021;;;;;
733614031;;;;;
733614111;7;;;;56
733614121;10;;1;900000;56
733614211;5;2;;;60
733614221;;;;;
733614231;;;;;
733614311;5;2;;;50
733614321;;;;;
733614341;5;2;;;40
733614411;5;2;;;45
733614421;;;;;
733614511;10;;1;750000;54
733614521;;;;;
733614531;;;;;
733614611;5;2;;;50
733614621;;;;;
733614711;5;2;;;60
733614721;;;;;
733614731;;;;;
733614811;7;;;;58
733614821;;;;;
733614831;;;;;
733614841;;;;;
733614911;5;2;;;45
733614921;;;;;
733615011;1;;1;400000;70
733615111;10;;1;800000;56
733615121;;;;;
733615211;1;;1;800000;48
733615221;;;;;
733615311;10;;1;750000;52
733615321;;;;;
733615411;7;;;;60
733615421;;;;;
733615431;;;;;
733615511;6;;;;42
733615521;;;;;
733615531;3;;1;450000;46
733615611;6;;;;42
733615621;10;;1;600000;52
733615631;;;;;
733615711;1;;1;1000000;57
733615721;;;;;
733615731;;;;;
733615811;1;;1;1100000;55
733615821;;;;;
733615831;;;;;
733615911;7;;;;70
733615921;;;;;
733615931;;;;;
733616011;6;;;;56
733616021;5;2;;;21
733616031;;;;;
733616041;3;;1;400000;42
733616061;;;;;
733616111;5;2;;;60
733616121;;;;;
733616211;6;;;;65
733616221;;;;;
733616231;;;;;
733616311;1;;1;950000;52
733616411;1;;1;600000;38
733616421;;;;;
733616511;5;2;;;30
733616521;;;;;
733616711;5;2;;;21
733616721;5;2;;;24
733616731;;;;;
733616811;;;;;
733616821;5;2;;;48
733616911;5;2;;;40
733617011;;;;;
733617021;;;;;
733617111;5;2;;;40
733617211;5;2;;;24
733617311;10;;1;900000;40
733617321;;;;;
733617411;;;;;
733617421;5;2;;;40
733617511;5;2;;;40
733617521;;;;;
733617531;;;;;
733617611;;;;;
733617621;1;;1;750000;40
733617811;5;1;2;;40
733617911;7;;;;40
733617921;;;;;
733617931;;;;;
733618011;;;;;
733618111;;;;;
733618121;10;;1;1000000;38
733618131;;;;;
733618141;5;2;;;40
733618211;;;;;
733618221;5;2;;;48
733618231;;;;;
733618311;;;;;
733618321;;;;;
733618411;;;;;
733618421;;;;;
733618511;;;;;
733618521;;;;;
733618531;;;;;
733618711;1;;1;900000;40
733618721;;;;;
733618731;;;;;
733618811;5;2;;;36
733618821;;;;;
733618911;;;;;
733619111;5;2;;;42
733619121;5;2;;;40
733619131;;;;;
733619141;;;;;
733619151;;;;;
733619211;;;;;
733619221;5;2;;;25
733619311;;;;;
733619321;5;2;;;40
733619411;;;;;
733619511;;;;;
733619521;;;;;
733619611;;;;;
733619621;;;;;
