ID_Persona;P6435;P6440;P6460;P8624;P415
733619631;;;;;
733619641;;;;;
733619711;7;;;;48
733619721;;;;;
733619811;5;2;;;24
733619911;5;2;;;40
733619921;;;;;
733619931;;;;;
733619941;;;;;
733620111;7;;;;40
733620121;9;;;;40
733620211;7;;;;50
733620221;;;;;
733620231;;;;;
733620311;7;;;;8
733620321;;;;;
733620411;5;2;;;48
733620511;7;;;;48
733620611;7;;;;4
733620621;7;;;;21
733620711;7;;;;50
733620721;;;;;
733620811;5;2;;;6
733620821;;;;;
733620831;5;2;;;36
733620911;5;2;;;45
733620921;5;2;;;30
733621011;;;;;
733621021;;;;;
733621111;1;;1;877803;48
733621121;5;2;;;25
733621131;5;2;;;35
733621141;;;;;
733621211;1;;1;1500000;48
733621221;;;;;
733621311;;;;;
733621331;1;;1;1100000;40
733621341;;;;;
733621411;7;;;;45
733621421;7;;;;25
733621511;5;2;;;10
733621521;;;;;
733621611;;;;;
733621621;4;2;;;40
733621631;;;;;
733621711;6;;;;50
733621721;5;2;;;36
733621731;;;;;
733621811;1;;1;500000;40
733621831;5;2;;;25
733621841;;;;;
733621851;5;2;;;30
733621911;5;2;;;48
733621921;;;;;
733621931;;;;;
733621961;5;2;;;40
733622011;5;2;;;48
733622021;5;2;;;35
733622111;5;2;;;20
733622211;5;2;;;45
733622221;5;2;;;30
733622311;5;2;;;40
733622321;;;;;
733622331;;;;;
733622411;1;;2;877803;45
733622421;5;2;;;35
733622511;5;2;;;40
733622521;;;;;
733622531;5;2;;;36
733622541;;;;;
733622711;5;2;;;40
733622721;5;2;;;40
733622731;;;;;
733622811;5;2;;;40
733622821;;;;;
733622911;;;;;
733622921;;;;;
733623011;5;2;;;40
733623021;5;2;;;24
733623031;5;2;;;24
733623041;5;2;;;40
733623111;;;;;
733623121;;;;;
733623211;5;2;;;45
733623221;5;2;;;45
733623231;;;;;
733623311;;;;;
733623321;;;;;
733623411;5;2;;;48
733623421;;;;;
733623511;5;2;;;35
733623521;;;;;
733623711;5;2;;;40
733623721;8;;;;40
733623741;1;;1;432000;36
733623811;6;;;;40
733623821;;;;;
733623831;10;;1;800000;45
733623911;5;2;;;40
733623921;;;;;
733623931;;;;;
733624011;7;;;;40
733624021;;;;;
733624111;5;2;;;40
733624121;;;;;
733624131;1;;1;1000000;40
733624141;;;;;
733624211;7;;;;45
733624221;;;;;
733624231;;;;;
733624241;;;;;
733624311;5;2;;;40
733624321;;;;;
733624341;;;;;
733624411;5;2;;;40
733624421;1;;1;877803;40
733624431;;;;;
733624441;;;;;
733624511;5;2;;;45
733624521;;;;;
733624611;1;;1;2500000;48
733624911;;;;;
733625111;5;2;;;40
733625121;5;2;;;28
733625911;;;;;
733625921;;;;;
733626011;;;;;
733626021;;;;;
733626031;;;;;
733626111;5;1;2;;40
733626411;5;2;;;40
733626511;1;;1;1500000;40
733626521;1;;1;877803;40
733626531;;;;;
733626541;;;;;
733626611;1;;1;1500000;48
733626621;1;;2;840000;35
733626631;;;;;
733627011;1;;1;600000;60
733627021;;;;;
733627611;2;;1;3000000;48
733627811;1;;1;5000000;48
733627911;3;;1;350000;25
733627921;;;;;
733628011;2;;1;4000000;40
733628021;;;;;
733628031;;;;;
733628111;5;1;1;;36
733628121;1;;1;250000;36
733628131;1;;1;300000;50
733628141;5;2;;;21
733628211;1;;1;5100000;56
733628221;;;;;
733628231;;;;;
733628311;10;;1;500000;40
733628321;3;;1;400000;40
733628331;;;;;
733628341;;;;;
733628411;5;2;;;48
733628421;;;;;
733628431;;;;;
733628511;1;;1;600000;48
733628611;7;;;;40
733628621;;;;;
733628711;1;;1;887000;48
733628721;1;;2;887000;48
733628811;5;2;;;48
733628821;5;2;;;50
733628831;;;;;
733628911;;;;;
733628921;;;;;
733629011;7;;;;48
733629111;7;;;;40
733629121;;;;;
733629131;;;;;
733629211;7;;;;55
733629221;8;;;;20
733629231;;;;;
733629241;7;;;;36
733629311;;;;;
733629321;10;;1;350000;35
733629411;7;;;;50
733629421;;;;;
733629431;7;;;;42
733629441;7;;;;42
733629451;7;;;;35
733629481;;;;;
733629511;;;;;
733629521;7;;;;48
733629611;1;;1;1000000;63
733629621;;;;;
733629711;7;;;;50
733629721;;;;;
733629731;;;;;
733629811;7;;;;48
733629821;;;;;
733629911;7;;;;40
733629921;10;;1;300000;30
733630111;7;;;;50
733630211;7;;;;40
733630221;;;;;
733630231;;;;;
733630411;7;;;;50
733630421;8;;;;20
733630431;5;2;;;50
733630441;;;;;
733630511;;;;;
733630521;;;;;
733630611;7;;;;50
733630621;;;;;
733630711;5;2;;;40
733630811;5;2;;;40
733630821;5;2;;;48
733630911;1;;1;3000000;48
733631411;7;;;;50
733631421;;;;;
733631431;;;;;
733631511;7;;;;48
733631521;8;;;;20
733631531;7;;;;18
733631541;7;;;;20
733631551;;;;;
733631561;;;;;
733631571;;;;;
733631611;7;;;;63
733631621;;;;;
733631631;10;;1;200000;30
733631641;;;;;
733631711;7;;;;40
733631721;;;;;
733631731;7;;;;50
733631811;7;;;;40
733631911;;;;;
733631921;7;;;;48
733632011;7;;;;40
733632021;7;;;;24
733632031;;;;;
733632041;;;;;
733632111;5;2;;;50
733632121;;;;;
733632141;;;;;
733632311;1;;1;800000;48
733632321;;;;;
733632411;3;;1;400000;48
733632511;;;;;
733632521;1;;1;1200000;48
733632531;1;;1;450000;40
733632541;;;;;
733632551;;;;;
733632611;5;2;;;48
733632621;5;2;;;40
733632631;;;;;
733632651;5;2;;;20
733632711;5;2;;;48
733632721;5;2;;;25
733632811;7;;;;48
733632821;;;;;
733632861;;;;;
733632911;;;;;
733632921;7;;;;50
733632931;;;;;
733632941;;;;;
733633011;5;2;;;50
733633021;;;;;
733633411;;;;;
733633511;;;;;
733633521;7;;;;48
733633531;7;;;;50
733633541;7;;;;48
733633551;7;;;;48
733633561;7;;;;40
733633611;5;2;;;30
733633621;2;;2;887000;48
733633811;1;;1;600000;48
733633911;5;1;1;;40
733633921;;;;;
733633931;5;2;;;40
733633941;;;;;
733633951;;;;;
733634511;;;;;
733634521;5;2;;;50
733634531;5;2;;;48
733634541;;;;;
733634611;2;;1;98;40
733634621;;;;;
733634631;;;;;
733634711;2;;1;4400000;60
733634811;;;;;
733634821;;;;;
733634831;;;;;
733634911;;;;;
733634921;5;2;;;20
733634931;;;;;
733634941;;;;;
733635011;;;;;
733635021;;;;;
733635031;5;1;2;;44
733635041;;;;;
733635051;2;;1;2380000;72
733635111;4;1;1;;60
733635121;;;;;
733635131;;;;;
733635311;;;;;
733635321;;;;;
733635331;;;;;
733635341;;;;;
733635411;;;;;
733635511;5;2;;;40
733635521;;;;;
733635531;5;2;;;20
733635541;1;;1;300000;20
733635611;1;;1;877803;40
733635621;;;;;
733635631;;;;;
733635711;5;2;;;16
733635721;;;;;
733635741;;;;;
733635911;5;2;;;30
733635921;;;;;
733635931;;;;;
733635941;;;;;
733636011;1;;1;1200000;60
733636021;;;;;
733636031;;;;;
733636111;1;;1;1500000;54
733636121;1;;2;877803;48
733636131;1;;1;100000;10
733636141;;;;;
733636161;;;;;
733636171;1;;2;877803;48
733636181;;;;;
733636191;;;;;
733636211;5;2;;;48
733636221;;;;;
733636231;;;;;
733636241;;;;;
733636251;;;;;
733636311;1;;2;877000;48
733636321;;;;;
733636411;1;;1;1400000;48
733636421;;;;;
733636511;1;;1;1300000;50
733636521;;;;;
733636561;1;;1;1000000;48
733636611;1;;1;2100000;40
733636621;;;;;
733636631;;;;;
733636711;5;2;;;40
733636721;5;2;;;45
733636731;;;;;
733636811;2;;1;2100000;40
733636911;5;2;;;12
733636921;5;2;;;7
733637011;1;;1;1000000;40
733637021;5;2;;;20
733637031;;;;;
733637111;1;;1;900000;40
733637121;5;2;;;40
733637131;;;;;
733637211;5;2;;;30
733637221;;;;;
733637231;;;;;
733637241;1;;1;877000;48
733637311;8;;;;15
733637411;5;2;;;4
733637421;;;;;
733637511;1;;1;877803;48
733637521;;;;;
733637611;2;;1;900000;48
733637621;;;;;
733637631;;;;;
733637711;1;;1;1000000;40
733637811;4;2;;;30
733637911;2;;1;1738000;40
733637921;;;;;
733638011;5;2;;;50
733638021;;;;;
733638111;5;2;;;1
733638121;5;2;;;5
733638131;;;;;
733638211;1;;1;1500000;48
733638221;;;;;
733638311;5;2;;;20
733638321;;;;;
733638411;2;;2;1900000;48
733638511;5;2;;;40
733638521;1;;1;877803;48
733638611;5;2;;;30
733638621;;;;;
733638631;;;;;
733638711;;;;;
733638811;4;2;;;35
733638821;5;2;;;40
733638831;;;;;
733638841;;;;;
733638851;5;1;2;;50
733638911;5;2;;;10
733638921;5;2;;;16
733639011;4;1;2;;40
733639111;;;;;
733639121;2;;1;3100000;40
733639131;;;;;
733639211;1;;2;98;48
733639221;;;;;
733639231;;;;;
733639311;;;;;
733639321;;;;;
733639331;;;;;
733639341;4;1;2;;40
733639411;5;2;;;62
733639421;5;2;;;72
733639431;4;1;2;;30
733639511;;;;;
733639521;;;;;
733639711;1;;2;1100000;65
733639721;;;;;
733639731;;;;;
733639811;1;;1;877000;48
733639821;;;;;
733639911;5;2;;;15
733639921;;;;;
733639931;5;2;;;20
733640011;4;1;2;;40
733640111;4;1;2;;40
733640211;1;;1;980657;30
733640221;1;;1;280000;20
733640311;5;2;;;50
733640321;8;;;;10
733640331;;;;;
733640411;;;;;
733640421;5;2;;;40
733640431;;;;;
733640441;;;;;
733640451;2;;1;2114000;40
733640511;1;;1;2500000;48
733640611;5;2;;;25
733640621;1;;1;1000000;40
733640711;2;;1;1700000;60
733640811;;;;;
733640821;;;;;
733640911;1;;1;1300000;48
733640921;6;;;;40
733640941;5;2;;;20
733640951;1;;1;877803;40
733641011;;;;;
733641111;;;;;
733641121;;;;;
733641211;5;2;;;48
733641221;5;2;;;48
733641231;4;2;;;20
733641241;;;;;
733641311;;;;;
733641321;2;;1;3500000;40
733641331;2;;1;3700000;40
733641411;5;2;;;60
733641421;1;;1;750000;27
733641511;;;;;
733641521;;;;;
733641611;;;;;
733641711;;;;;
733641721;4;2;;;40
733641731;;;;;
733641811;;;;;
733641821;;;;;
733641911;;;;;
733641921;;;;;
733642011;;;;;
733642021;4;2;;;30
733642031;4;2;;;30
733642051;4;1;2;;30
733642211;2;;1;3000000;45
733642221;5;2;;;10
733642231;;;;;
733642241;;;;;
733642251;;;;;
733642311;1;;1;877000;48
733642411;;;;;
733642511;;;;;
733642521;;;;;
733642611;1;;1;240000;10
733642621;;;;;
733642711;4;2;;;40
733642721;1;;1;1700000;40
733642731;;;;;
733642741;;;;;
733642811;;;;;
733642821;;;;;
733642831;1;;1;850000;40
733642911;;;;;
733643011;;;;;
733643021;;;;;
733643031;5;2;;;10
733643041;5;2;;;23
733643051;;;;;
733643061;;;;;
733643111;5;2;;;25
733643121;;;;;
733643211;1;;1;800000;48
733643221;;;;;
733643311;5;2;;;35
733643321;5;2;;;20
733643411;5;2;;;35
733643421;8;;;;14
733643511;1;;1;900000;60
733643521;;;;;
733643611;;;;;
733643711;;;;;
733643811;1;;1;877000;72
733643821;;;;;
733643911;1;;1;900000;52
733644011;1;;1;877803;48
733644111;1;;1;1100000;48
733644121;;;;;
733644211;5;2;;;40
733644221;5;2;;;30
733644231;5;2;;;35
733644311;5;2;;;25
733644321;;;;;
733644411;5;2;;;48
733644421;;;;;
733644431;;;;;
733644511;5;2;;;30
733644521;;;;;
733644541;;;;;
733644611;5;2;;;45
733644621;5;1;1;;45
733644631;1;;1;600000;2
733644641;;;;;
733644711;5;2;;;70
733644811;1;;1;877800;60
733644821;;;;;
733644831;;;;;
733644911;5;2;;;76
733644921;;;;;
733644931;;;;;
733644941;;;;;
733644951;5;2;;;76
733645011;1;;1;600000;60
733645021;1;;1;800000;60
733645111;5;2;;;40
733645121;;;;;
733645131;;;;;
733645211;1;;2;877800;48
733645221;5;2;;;6
733645311;5;2;;;50
733645321;;;;;
733645411;5;2;;;56
733645511;5;2;;;50
733645521;5;2;;;3
733645611;5;2;;;20
733645621;5;2;;;28
733645711;5;2;;;48
733645721;5;2;;;30
733645811;5;2;;;70
733645821;;;;;
733645831;;;;;
733645911;10;;1;877800;42
733645921;;;;;
733646011;5;2;;;48
733646021;5;2;;;24
733646031;;;;;
733646041;5;2;;;8
733646111;;;;;
733646121;;;;;
733646211;10;;1;300000;16
733646311;7;;;;20
733646321;;;;;
733646411;;;;;
733646511;7;;;;26
733646521;;;;;
733646611;;;;;
733646711;5;2;;;30
733646721;;;;;
733646731;10;;1;300000;28
733646811;5;2;;;40
733646821;;;;;
733646911;7;;;;36
733646921;;;;;
733647011;5;2;;;30
733647021;;;;;
733647031;5;2;;;30
733647041;2;;1;2200000;40
733647111;5;2;;;30
733647121;;;;;
733647211;7;;;;42
733647311;;;;;
733647321;;;;;
733647411;;;;;
733647421;7;;;;50
733647431;;;;;
733647511;;;;;
733647521;;;;;
733647531;5;2;;;35
733647541;;;;;
733647561;10;;1;300000;35
733647611;;;;;
733647711;;;;;
733647811;;;;;
733647821;;;;;
733647831;;;;;
733647911;;;;;
733647921;5;2;;;40
733647931;;;;;
733648011;1;;1;700000;30
733648021;;;;;
733648031;;;;;
733648111;2;;2;950000;30
733648121;5;2;;;20
733648211;5;2;;;40
733648221;5;2;;;25
733648311;7;;;;45
733648321;;;;;
733648411;7;;;;20
733648511;7;;;;42
733648611;5;2;;;48
733648711;;;;;
733648721;7;;;;30
733648731;;;;;
733648811;;;;;
733648911;7;;;;43
733649011;7;;;;20
733649111;7;;;;63
733649121;;;;;
733649211;;;;;
733649311;5;2;;;50
733649321;5;2;;;48
733649411;;;;;
733649511;1;;1;800000;50
733649521;;;;;
733649531;;;;;
733649541;;;;;
733649551;;;;;
733649611;7;;;;15
733649711;;;;;
733649811;5;2;;;50
733649821;1;;1;400000;40
733649831;;;;;
733650011;7;;;;50
733650021;7;;;;30
733650031;;;;;
733650111;5;2;;;50
733650211;5;2;;;30
733650221;;;;;
733650311;7;;;;54
733650321;;;;;
733650411;;;;;
733650421;;;;;
733650511;;;;;
733650611;5;2;;;45
733650621;;;;;
733650711;;;;;
733650811;7;;;;48
733650821;7;;;;35
733650911;5;2;;;20
733650921;;;;;
733651011;5;2;;;48
733651021;5;2;;;30
733651031;;;;;
733651111;7;;;;50
733651121;4;2;;;30
733651211;7;;;;15
733651221;5;2;;;35
733651311;10;;1;350000;50
733651321;;;;;
733651411;7;;;;40
733651511;1;;1;600000;45
733651521;;;;;
733651531;5;2;;;30
733651541;;;;;
733651611;7;;;;48
733651641;5;2;;;40
733651711;;;;;
733651811;7;;;;50
733651821;;;;;
733651911;10;;1;900000;40
733651921;;;;;
733652111;1;;1;600000;48
733652121;;;;;
733652131;;;;;
733652141;;;;;
733652211;;;;;
733652221;;;;;
733652311;10;;1;375000;40
733652321;;;;;
733652331;10;;1;100000;20
733652411;7;;;;35
733652421;;;;;
733652511;;;;;
733652611;;;;;
733652621;;;;;
733652711;;;;;
733652721;5;2;;;28
733652731;10;;1;100000;10
733652741;;;;;
733652811;;;;;
733652911;;;;;
733652921;;;;;
733653011;;;;;
733653021;5;2;;;30
733653111;2;;1;2500000;40
733653121;;;;;
733653131;;;;;
733653211;2;;2;877803;48
733653221;;;;;
733653231;;;;;
733653241;;;;;
733653251;;;;;
733653311;5;2;;;48
733653321;;;;;
733653411;;;;;
733653511;5;2;;;32
733653521;;;;;
733653531;;;;;
733653611;5;2;;;42
733653621;1;;1;877803;48
733653631;;;;;
733653711;1;;1;877803;84
733653721;;;;;
733653731;;;;;
733653811;5;2;;;24
733653821;;;;;
733653831;5;2;;;24
733653911;5;2;;;48
733654011;1;;2;1700000;50
733654211;2;;2;3100000;72
733654411;;;;;
733654421;;;;;
733654511;;;;;
733654521;5;2;;;30
733654611;;;;;
733654711;7;;;;24
733654811;5;2;;;30
733654821;;;;;
733654831;5;2;;;12
733654841;;;;;
733654911;;;;;
733654921;10;;1;100000;30
733654931;;;;;
733654941;;;;;
733655011;;;;;
733655021;1;;1;600000;36
733655031;;;;;
733655041;;;;;
733655111;;;;;
733655121;;;;;
733655211;;;;;
733655311;5;2;;;24
733655321;5;2;;;32
733655331;;;;;
733655351;;;;;
733655411;5;2;;;40
733655421;;;;;
733655431;;;;;
733655441;10;;1;200000;40
733655511;;;;;
733655521;;;;;
733655531;;;;;
733655611;5;2;;;30
733655621;5;2;;;30
733655711;;;;;
733655721;;;;;
733655731;1;;1;200000;24
733655811;5;2;;;30
733655821;5;2;;;30
733655911;5;2;;;40
733655921;;;;;
733655931;;;;;
733656011;;;;;
733656021;;;;;
733656111;;;;;
733656211;;;;;
733656311;;;;;
733656321;7;;;;30
733656411;5;2;;;15
733656421;;;;;
733656511;7;;;;30
733656521;;;;;
733656531;;;;;
733656611;5;2;;;42
733656621;;;;;
733656631;;;;;
733656641;;;;;
733656671;;;;;
733656681;;;;;
733656711;;;;;
733656811;;;;;
733656821;7;;;;36
733656911;;;;;
733656921;;;;;
733657011;5;2;;;30
733657021;;;;;
733657031;5;2;;;24
733657041;;;;;
733657111;7;;;;24
733657121;;;;;
733657211;;;;;
733657221;7;;;;30
733657311;5;2;;;35
733657411;7;;;;36
733657421;;;;;
733657811;5;2;;;36
733657821;;;;;
733657831;;;;;
733658011;;;;;
733658111;;;;;
733658121;;;;;
733658131;;;;;
733658141;5;1;2;;48
733658151;;;;;
733658211;2;;1;2840000;48
733658221;;;;;
733658411;1;;1;877803;48
733658421;;;;;
733658431;;;;;
733658451;;;;;
733658611;5;2;;;52
733658621;;;;;
733658811;5;2;;;40
733658821;1;;1;900000;48
733658831;;;;;
733658911;;;;;
733658921;;;;;
733659011;;;;;
733659111;;;;;
733659121;;;;;
733659211;1;;1;1250000;48
733659221;;;;;
733659311;;;;;
733659321;1;;1;877803;48
733659411;;;;;
733659511;;;;;
733659521;;;;;
733659531;;;;;
733659611;1;;2;1500000;48
733659621;1;;2;880000;48
733659631;;;;;
733659641;;;;;
733659711;;;;;
733659811;1;;2;1500000;48
733659821;;;;;
733660011;;;;;
733660021;1;;2;890000;48
733660111;1;;1;1500000;48
733660121;;;;;
733660131;;;;;
733660141;;;;;
733660411;;;;;
733660511;1;;1;1200000;48
733660611;1;;2;1200000;48
733660621;;;;;
733660631;;;;;
733660641;;;;;
733660711;1;;1;877803;48
733660721;;;;;
733660811;;;;;
733660821;;;;;
733660831;;;;;
733660911;1;;1;1600000;50
733660921;;;;;
733661011;;;;;
733661021;;;;;
733661111;;;;;
733661121;;;;;
733661311;;;;;
733661321;;;;;
733661411;;;;;
733661421;;;;;
733661511;;;;;
733661611;;;;;
733661711;;;;;
733661721;;;;;
733661811;;;;;
733661821;;;;;
733661831;3;;1;500000;24
733661911;1;;1;3500000;48
733661921;;;;;
733661931;;;;;
733661941;;;;;
733662011;6;;;;20
733662021;1;;2;1500000;48
733662041;;;;;
733662111;2;;1;1872000;48
733662121;;;;;
733662131;;;;;
733662211;;;;;
733662221;;;;;
733662231;;;;;
733662311;5;2;;;30
733662321;1;;1;1350000;48
733662411;;;;;
733662421;1;;1;1200000;48
733662711;1;;1;1500000;48
733662721;;;;;
733662811;1;;1;1800000;50
733662821;;;;;
733662911;;;;;
733663011;1;;1;1100000;48
733663021;;;;;
733663111;5;2;;;54
733663121;;;;;
733663211;;;;;
733663221;5;2;;;35
733663231;;;;;
733663311;5;2;;;24
733663321;;;;;
733663331;5;2;;;48
733663411;5;2;;;40
733663421;;;;;
733663511;1;;2;450000;40
733663521;;;;;
733663611;1;;1;650000;40
733663621;;;;;
733663631;;;;;
733663641;;;;;
733663651;;;;;
733663671;1;;1;200000;16
733663681;1;;2;600000;40
733663711;;;;;
733663721;1;;1;600000;48
733663811;5;2;;;50
733663911;2;;1;2000000;40
733663921;2;;1;3000000;40
733663931;;;;;
733663941;;;;;
733664111;5;2;;;36
733664121;5;2;;;40
733664131;;;;;
733664141;;;;;
733664311;2;;2;2300000;48
733664321;2;;2;1800000;48
733664331;;;;;
733664411;;;;;
733664421;;;;;
733664611;5;1;2;;40
733664711;5;2;;;36
733664721;5;2;;;20
733664731;;;;;
733664811;;;;;
733664821;;;;;
733664911;1;;1;500000;40
733664921;;;;;
733665211;6;;;;50
733665221;6;;;;50
733665311;2;;1;2000000;48
733665321;1;;1;1800000;48
733665411;2;;1;3800000;40
733665421;;;;;
733665431;;;;;
733665441;;;;;
733665461;;;;;
733665511;5;2;;;30
733665611;1;;1;877800;50
733665621;1;;2;1200000;48
733665631;1;;2;1500000;50
733665641;;;;;
733665811;5;2;;;60
733665821;;;;;
733665911;1;;1;1200000;72
733665921;;;;;
733666011;1;;1;877800;48
733666021;;;;;
733666031;;;;;
733666111;2;;1;1600000;60
733666211;2;;1;1600000;98
733666221;;;;;
733666241;;;;;
733666251;;;;;
733666411;1;;1;1200000;32
733666421;5;2;;;56
733666431;;;;;
733666511;5;2;;;50
733666521;5;2;;;30
733666711;1;;1;1800000;84
733666721;;;;;
733666811;;;;;
733666821;;;;;
733666831;;;;;
733666911;2;;1;3700000;50
733666921;2;;1;3700000;50
733666951;;;;;
733667011;1;;1;870000;30
733667031;;;;;
733667041;5;2;;;50
733667111;1;;1;878000;56
733667121;;;;;
733667211;;;;;
733667311;1;;1;877000;48
733667321;;;;;
733667411;1;;2;658000;40
733667511;1;;1;878000;56
733667521;1;;1;878000;48
733667611;;;;;
733667711;;;;;
733667721;1;;1;1600000;48
733667731;;;;;
733667811;5;2;;;24
733667821;3;;2;250000;24
733667831;1;;2;200000;24
733667911;5;2;;;70
733667921;5;2;;;50
733668011;5;2;;;50
733668021;;;;;
733668031;;;;;
733668111;1;;1;2000000;72
733668121;;;;;
733668131;;;;;
733668211;;;;;
733668311;;;;;
733668411;1;;2;2300000;48
733668421;5;2;;;72
733668511;5;2;;;35
733668521;;;;;
733668531;;;;;
733668711;1;;1;1200000;48
733668721;;;;;
733668811;5;2;;;48
733668821;;;;;
733668911;;;;;
733669011;;;;;
733669021;;;;;
733669111;;;;;
733669121;;;;;
733669211;1;;1;920000;70
733669221;;;;;
733669311;1;;1;950000;48
733669411;1;;1;1200000;48
733669421;5;2;;;48
733669511;5;2;;;72
733669521;5;2;;;72
733669531;;;;;
733669541;;;;;
733669611;;;;;
733669621;;;;;
733669711;5;2;;;40
733669721;;;;;
733669731;;;;;
733669811;5;2;;;58
733669821;;;;;
733669831;;;;;
733669841;1;;1;900000;60
733669911;5;2;;;40
733669921;1;;1;873000;48
733670111;5;2;;;60
733670121;5;2;;;48
733670211;;;;;
733670221;;;;;
733670311;1;;1;1200000;48
733670321;;;;;
733670411;;;;;
733670421;;;;;
733670511;2;;1;2400000;48
733670521;5;2;;;48
733670531;;;;;
733670711;1;;1;3500000;60
733670721;1;;1;1700000;48
733670811;10;;1;100000;20
733670911;4;2;;;30
733670921;;;;;
733670931;;;;;
733670941;;;;;
733671311;;;;;
733671321;5;2;;;30
733671331;;;;;
733671341;;;;;
733671411;;;;;
733671421;;;;;
733671431;;;;;
733671441;;;;;
733671451;;;;;
733671611;5;2;;;50
733671621;;;;;
733671631;;;;;
733671911;;;;;
733671921;1;;1;1100000;48
733671931;;;;;
733672011;;;;;
733672111;;;;;
733672211;;;;;
733672411;1;;2;1800000;48
733672421;;;;;
733672511;5;2;;;48
733672521;;;;;
733672611;5;2;;;50
733672711;;;;;
733672911;6;;;;20
733672921;;;;;
733672931;;;;;
733673111;1;;1;875000;72
733673211;;;;;
733673221;;;;;
733673231;10;;1;600000;35
733673311;5;2;;;60
733673321;;;;;
733673411;;;;;
733673421;;;;;
733673431;;;;;
733673511;1;;1;2000000;48
733673521;;;;;
733673611;6;;;;74
733673621;;;;;
733673711;;;;;
733673721;;;;;
733673731;;;;;
733673741;;;;;
733673811;1;;2;125000;20
733673821;;;;;
733673911;1;;1;1100000;50
733674011;;;;;
733674021;5;2;;;40
733674031;;;;;
733674111;;;;;
733674121;5;2;;;35
733674131;;;;;
733674311;10;;1;900000;48
733674321;5;2;;;40
733674341;5;2;;;20
733674411;2;;1;3726690;40
733674421;;;;;
733674431;;;;;
733674511;;;;;
733674521;5;2;;;36
733674611;;;;;
733674621;10;;1;1000000;48
733674711;1;;1;900000;48
733674721;5;2;;;66
733674731;4;2;;;48
733674741;;;;;
733674811;1;;1;907984;51
733674911;3;;1;600000;66
733674921;5;2;;;50
733674931;;;;;
733675011;;;;;
733675111;5;2;;;18
733675121;;;;;
733675211;5;2;;;60
733675221;;;;;
733675311;1;;1;580000;48
733675411;10;;1;800000;48
733675511;5;2;;;35
733675611;5;2;;;50
733675621;;;;;
733675641;;;;;
733675811;5;2;;;40
733675821;6;;;;45
733676011;6;;;;48
733676021;;;;;
733676211;5;2;;;48
733676221;5;2;;;48
733676231;;;;;
733676411;2;;2;4500000;70
733676421;;;;;
733676511;1;;1;962000;48
733676611;6;;;;48
733676621;;;;;
733676631;;;;;
733676711;10;;1;1100000;48
733676721;;;;;
733676731;;;;;
733676741;;;;;
733676911;10;;1;300000;20
733677011;10;;1;350000;48
733677021;;;;;
733677311;;;;;
733677321;6;;;;30
733677411;5;2;;;15
733677421;;;;;
733677441;;;;;
733677711;5;2;;;48
733677721;;;;;
733677731;;;;;
733677741;;;;;
733677811;5;2;;;48
733677911;5;2;;;44
733677921;5;2;;;40
733677931;;;;;
733678011;5;2;;;45
733678031;10;;1;900000;63
733678111;;;;;
733678121;5;2;;;40
733678211;;;;;
733678311;6;;;;70
733678321;;;;;
733678331;;;;;
733678511;10;;1;1000000;35
733678521;;;;;
733678611;1;;1;800000;48
733678621;;;;;
733678711;10;;1;877803;70
733678811;6;;;;48
733678821;;;;;
733679011;;;;;
733679021;;;;;
733679031;;;;;
733679111;5;2;;;48
733679121;;;;;
733679131;;;;;
733679311;5;2;;;20
733679321;5;2;;;50
733679331;10;;1;1100000;48
733679341;10;;1;1100000;48
733679511;5;2;;;12
733679611;5;2;;;50
733679621;5;2;;;48
733679631;;;;;
733679711;5;2;;;25
733679811;;;;;
733679911;5;2;;;48
733680011;5;2;;;30
